Policy_SK,Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Customer_ID,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Region,Num_Installments
95,PT003,Term,Term life insurance policy,11095,Term Policy 11095,546,25000,Annual,2020-04-09,2025-04-08,2021-06-25,2021-05-26,300000,18227.07,SOUTH,1
96,PT003,Term,Term life insurance policy,11096,Term Policy 11096,547,20000,Quarterly,2006-03-13,2008-03-12,2006-08-11,2006-07-12,400000,7905.49,EAST,4
97,PT003,Term,Term life insurance policy,11097,Term Policy 11097,548,25000,Monthly,2014-04-15,2015-04-15,2014-10-31,2014-10-01,300000,20462.45,NORTH,12
98,PT002,WholeLife,Whole life insurance policy,11098,WholeLife Policy 11098,548,20000,Quarterly,2011-08-14,2013-08-13,2012-02-25,2012-01-26,500000,5293.77,NORTH,4
99,PT003,Term,Term life insurance policy,11099,Term Policy 11099,548,10000,Quarterly,2017-12-24,2019-12-24,2019-01-16,2018-12-17,1000000,5661.3,NORTH,4
100,PT002,WholeLife,Whole life insurance policy,11100,WholeLife Policy 11100,549,12500,Annual,2005-10-28,2010-10-27,2006-09-28,2006-08-29,300000,7476.22,EAST,1
101,PT004,Health,Health insurance policy,11101,Health Policy 11101,549,25000,Annual,2012-10-12,2017-10-11,2014-01-22,2013-12-23,800000,10052.06,EAST,1
102,PT003,Term,Term life insurance policy,11102,Term Policy 11102,549,15000,Annual,2020-09-10,2025-09-09,2021-11-24,2021-10-25,1000000,11340.1,EAST,1
103,PT005,Home,Home insurance policy,11103,Home Policy 11103,550,7500,Quarterly,2009-09-23,2011-09-23,2010-04-04,2010-03-05,500000,1665.1,NORTH,4
104,PT005,Home,Home insurance policy,11104,Home Policy 11104,551,7500,Annual,2019-10-08,2024-10-06,2020-02-16,2020-01-17,500000,3953.05,WEST,1
105,PT003,Term,Term life insurance policy,11105,Term Policy 11105,552,20000,Quarterly,2017-08-24,2019-08-24,2019-01-27,2018-12-28,600000,4473.9,WEST,4
106,PT001,Auto,Auto insurance policy,11106,Auto Policy 11106,552,25000,Quarterly,2019-02-13,2021-02-12,2019-07-04,2019-06-04,200000,12374.64,WEST,4
107,PT003,Term,Term life insurance policy,11107,Term Policy 11107,553,7500,Monthly,2019-07-14,2020-07-13,2020-02-15,2020-01-16,400000,2354.41,NORTH,12
108,PT005,Home,Home insurance policy,11108,Home Policy 11108,553,12500,Monthly,2009-03-06,2010-03-06,2010-03-16,2010-02-14,1000000,6493.9,NORTH,12
109,PT004,Health,Health insurance policy,11109,Health Policy 11109,554,25000,Quarterly,2013-12-16,2015-12-16,2014-06-23,2014-05-24,300000,17659.02,EAST,4
110,PT005,Home,Home insurance policy,11110,Home Policy 11110,554,20000,Quarterly,2012-07-30,2014-07-30,2013-02-28,2013-01-29,500000,4561.81,EAST,4
111,PT002,WholeLife,Whole life insurance policy,11111,WholeLife Policy 11111,554,12500,Monthly,2016-05-16,2017-05-16,2017-08-15,2017-07-16,500000,4856.91,EAST,12
112,PT004,Health,Health insurance policy,11112,Health Policy 11112,555,7500,Monthly,2018-04-21,2019-04-21,2018-09-13,2018-08-14,600000,6342.36,WEST,12
113,PT005,Home,Home insurance policy,11113,Home Policy 11113,555,7500,Annual,2020-08-24,2025-08-23,2021-11-11,2021-10-12,600000,2232.63,WEST,1
114,PT003,Term,Term life insurance policy,11114,Term Policy 11114,555,10000,Monthly,2006-03-17,2007-03-17,2007-06-12,2007-05-13,1000000,2990.23,WEST,12
115,PT004,Health,Health insurance policy,11115,Health Policy 11115,556,12500,Monthly,2013-11-18,2014-11-18,2014-12-20,2014-11-20,200000,3790.55,SOUTH,12
116,PT002,WholeLife,Whole life insurance policy,11116,WholeLife Policy 11116,556,5000,Quarterly,2011-10-05,2013-10-04,2012-04-02,2012-03-03,300000,4002.17,SOUTH,4
117,PT001,Auto,Auto insurance policy,11117,Auto Policy 11117,557,20000,Monthly,2010-06-28,2011-06-28,2011-11-02,2011-10-03,600000,14858.52,NORTH,12
118,PT001,Auto,Auto insurance policy,11118,Auto Policy 11118,557,10000,Monthly,2015-09-16,2016-09-15,2016-07-13,2016-06-13,200000,5848.8,NORTH,12
119,PT002,WholeLife,Whole life insurance policy,11119,WholeLife Policy 11119,558,12500,Annual,2015-08-06,2020-08-04,2016-05-29,2016-04-29,1000000,8679.46,WEST,1
120,PT001,Auto,Auto insurance policy,11120,Auto Policy 11120,558,10000,Monthly,2013-09-11,2014-09-11,2014-01-17,2013-12-18,1000000,4799.18,WEST,12
121,PT003,Term,Term life insurance policy,11121,Term Policy 11121,559,25000,Annual,2020-02-19,2025-02-17,2021-02-18,2021-01-19,500000,11892.38,NORTH,1
122,PT001,Auto,Auto insurance policy,11122,Auto Policy 11122,559,20000,Quarterly,2012-10-12,2014-10-12,2013-10-07,2013-09-07,800000,4376.55,NORTH,4
123,PT002,WholeLife,Whole life insurance policy,11123,WholeLife Policy 11123,560,10000,Quarterly,2010-04-11,2012-04-10,2011-02-21,2011-01-22,400000,7762.67,NORTH,4
124,PT005,Home,Home insurance policy,11124,Home Policy 11124,560,5000,Quarterly,2018-06-10,2020-06-09,2018-12-04,2018-11-04,800000,1483.28,NORTH,4
125,PT002,WholeLife,Whole life insurance policy,11125,WholeLife Policy 11125,560,10000,Monthly,2005-12-29,2006-12-29,2006-04-15,2006-03-16,500000,4377.11,NORTH,12
126,PT002,WholeLife,Whole life insurance policy,11126,WholeLife Policy 11126,561,10000,Monthly,2014-07-20,2015-07-20,2015-04-04,2015-03-05,400000,6726.91,SOUTH,12
127,PT004,Health,Health insurance policy,11127,Health Policy 11127,561,12500,Quarterly,2005-10-13,2007-10-13,2006-03-05,2006-02-03,300000,5984.39,SOUTH,4
128,PT005,Home,Home insurance policy,11128,Home Policy 11128,561,25000,Quarterly,2007-05-22,2009-05-21,2008-01-14,2007-12-15,200000,17006.15,SOUTH,4
129,PT004,Health,Health insurance policy,11129,Health Policy 11129,562,10000,Monthly,2005-04-11,2006-04-11,2006-03-31,2006-03-01,300000,5548.79,WEST,12
130,PT004,Health,Health insurance policy,11130,Health Policy 11130,563,20000,Quarterly,2005-04-05,2007-04-05,2005-12-26,2005-11-26,800000,9914.4,WEST,4
131,PT001,Auto,Auto insurance policy,11131,Auto Policy 11131,563,10000,Quarterly,2011-10-18,2013-10-17,2012-11-05,2012-10-06,800000,2811.71,WEST,4
132,PT004,Health,Health insurance policy,11132,Health Policy 11132,563,25000,Quarterly,2016-04-05,2018-04-05,2017-06-03,2017-05-04,500000,10863.61,WEST,4
133,PT003,Term,Term life insurance policy,11133,Term Policy 11133,564,12500,Monthly,2007-07-04,2008-07-03,2008-09-24,2008-08-25,600000,5855.38,EAST,12
134,PT001,Auto,Auto insurance policy,11134,Auto Policy 11134,564,10000,Monthly,2008-05-16,2009-05-16,2009-05-13,2009-04-13,800000,3804.86,EAST,12
135,PT005,Home,Home insurance policy,11135,Home Policy 11135,564,25000,Annual,2018-10-14,2023-10-13,2019-07-23,2019-06-23,500000,5849.51,EAST,1
136,PT001,Auto,Auto insurance policy,11136,Auto Policy 11136,565,12500,Quarterly,2007-09-23,2009-09-22,2007-12-17,2007-11-17,400000,10280.2,NORTH,4
137,PT003,Term,Term life insurance policy,11137,Term Policy 11137,565,10000,Quarterly,2010-08-30,2012-08-29,2011-03-29,2011-02-27,800000,7367.84,NORTH,4
138,PT005,Home,Home insurance policy,11138,Home Policy 11138,566,10000,Monthly,2010-12-30,2011-12-30,2011-09-29,2011-08-30,400000,2122.63,NORTH,12
139,PT003,Term,Term life insurance policy,11139,Term Policy 11139,567,15000,Monthly,2019-04-07,2020-04-06,2019-12-05,2019-11-05,200000,10685.0,EAST,12
140,PT005,Home,Home insurance policy,11140,Home Policy 11140,567,7500,Monthly,2013-11-20,2014-11-20,2014-10-19,2014-09-19,200000,1996.51,EAST,12
141,PT002,WholeLife,Whole life insurance policy,11141,WholeLife Policy 11141,568,12500,Quarterly,2019-03-13,2021-03-12,2019-11-04,2019-10-05,400000,11003.71,WEST,4
142,PT005,Home,Home insurance policy,11142,Home Policy 11142,568,25000,Annual,2010-06-23,2015-06-22,2011-06-09,2011-05-10,600000,13022.34,WEST,1
143,PT001,Auto,Auto insurance policy,11143,Auto Policy 11143,568,5000,Quarterly,2012-04-29,2014-04-29,2013-05-05,2013-04-05,300000,4418.95,WEST,4
144,PT001,Auto,Auto insurance policy,11144,Auto Policy 11144,569,20000,Annual,2013-07-26,2018-07-25,2014-03-15,2014-02-13,200000,16984.17,SOUTH,1
145,PT003,Term,Term life insurance policy,11145,Term Policy 11145,569,5000,Quarterly,2014-06-24,2016-06-23,2015-09-09,2015-08-10,300000,1899.0,SOUTH,4
146,PT001,Auto,Auto insurance policy,11146,Auto Policy 11146,569,25000,Monthly,2014-09-21,2015-09-21,2015-09-08,2015-08-09,300000,9567.08,SOUTH,12
147,PT005,Home,Home insurance policy,11147,Home Policy 11147,570,25000,Annual,2016-07-13,2021-07-12,2017-01-13,2016-12-14,1000000,17149.5,WEST,1
148,PT001,Auto,Auto insurance policy,11148,Auto Policy 11148,570,12500,Annual,2013-05-24,2018-05-23,2014-08-16,2014-07-17,300000,10685.43,WEST,1
149,PT002,WholeLife,Whole life insurance policy,11149,WholeLife Policy 11149,571,20000,Annual,2011-03-18,2016-03-16,2012-03-21,2012-02-20,200000,9581.39,SOUTH,1
150,PT002,WholeLife,Whole life insurance policy,11150,WholeLife Policy 11150,571,10000,Quarterly,2020-03-18,2022-03-18,2020-12-11,2020-11-11,200000,3449.95,SOUTH,4
151,PT002,WholeLife,Whole life insurance policy,11151,WholeLife Policy 11151,572,12500,Quarterly,2011-03-01,2013-02-28,2012-06-07,2012-05-08,600000,11039.1,WEST,4
152,PT003,Term,Term life insurance policy,11152,Term Policy 11152,572,7500,Monthly,2007-03-07,2008-03-06,2008-05-03,2008-04-03,200000,3204.2,WEST,12
153,PT005,Home,Home insurance policy,11153,Home Policy 11153,573,20000,Annual,2011-06-16,2016-06-14,2012-10-11,2012-09-11,600000,10449.02,EAST,1
154,PT005,Home,Home insurance policy,11154,Home Policy 11154,574,12500,Annual,2012-05-17,2017-05-16,2013-04-27,2013-03-28,500000,2609.96,SOUTH,1
155,PT003,Term,Term life insurance policy,11155,Term Policy 11155,574,25000,Quarterly,2012-03-03,2014-03-03,2012-07-18,2012-06-18,500000,13084.08,SOUTH,4
156,PT004,Health,Health insurance policy,11156,Health Policy 11156,575,20000,Annual,2009-09-22,2014-09-21,2010-10-31,2010-10-01,300000,9460.86,SOUTH,1
157,PT004,Health,Health insurance policy,11157,Health Policy 11157,575,25000,Annual,2005-09-22,2010-09-21,2005-12-31,2005-12-01,600000,16049.22,SOUTH,1
158,PT005,Home,Home insurance policy,11158,Home Policy 11158,575,7500,Monthly,2012-09-29,2013-09-29,2013-08-26,2013-07-27,800000,3438.26,SOUTH,12
159,PT003,Term,Term life insurance policy,11159,Term Policy 11159,576,12500,Annual,2015-02-16,2020-02-15,2015-07-05,2015-06-05,200000,7967.55,NORTH,1
160,PT002,WholeLife,Whole life insurance policy,11160,WholeLife Policy 11160,576,15000,Quarterly,2019-01-01,2020-12-31,2019-09-30,2019-08-31,500000,13456.17,NORTH,4
161,PT003,Term,Term life insurance policy,11161,Term Policy 11161,577,12500,Annual,2017-06-25,2022-06-24,2018-03-04,2018-02-02,300000,10560.29,SOUTH,1
162,PT004,Health,Health insurance policy,11162,Health Policy 11162,578,5000,Monthly,2018-08-14,2019-08-14,2019-02-01,2019-01-02,500000,1739.57,WEST,12
163,PT005,Home,Home insurance policy,11163,Home Policy 11163,579,25000,Monthly,2011-06-29,2012-06-28,2012-09-23,2012-08-24,300000,18606.68,SOUTH,12
164,PT004,Health,Health insurance policy,11164,Health Policy 11164,580,10000,Quarterly,2017-05-04,2019-05-04,2017-10-22,2017-09-22,1000000,4927.26,EAST,4
165,PT005,Home,Home insurance policy,11165,Home Policy 11165,580,25000,Quarterly,2011-04-04,2013-04-03,2012-04-20,2012-03-21,400000,6848.68,EAST,4
166,PT003,Term,Term life insurance policy,11166,Term Policy 11166,580,15000,Annual,2016-04-07,2021-04-06,2016-09-29,2016-08-30,500000,12020.09,EAST,1
167,PT004,Health,Health insurance policy,11167,Health Policy 11167,581,7500,Quarterly,2011-06-04,2013-06-03,2011-11-01,2011-10-02,1000000,3600.29,EAST,4
168,PT001,Auto,Auto insurance policy,11168,Auto Policy 11168,581,25000,Quarterly,2016-12-12,2018-12-12,2018-01-11,2017-12-12,500000,8014.74,EAST,4
169,PT004,Health,Health insurance policy,11169,Health Policy 11169,582,12500,Annual,2018-01-05,2023-01-04,2018-10-02,2018-09-02,500000,4152.66,EAST,1
170,PT005,Home,Home insurance policy,11170,Home Policy 11170,583,15000,Monthly,2010-01-11,2011-01-11,2010-11-24,2010-10-25,600000,13488.55,WEST,12
171,PT005,Home,Home insurance policy,11171,Home Policy 11171,584,10000,Monthly,2014-03-03,2015-03-03,2014-09-06,2014-08-07,600000,3165.21,NORTH,12
172,PT004,Health,Health insurance policy,11172,Health Policy 11172,584,10000,Monthly,2020-05-08,2021-05-08,2021-07-22,2021-06-22,200000,6209.4,NORTH,12
173,PT004,Health,Health insurance policy,11173,Health Policy 11173,584,25000,Annual,2017-05-20,2022-05-19,2018-09-27,2018-08-28,300000,20981.12,NORTH,1
174,PT003,Term,Term life insurance policy,11174,Term Policy 11174,585,12500,Monthly,2010-05-15,2011-05-15,2010-10-24,2010-09-24,800000,5323.84,WEST,12
175,PT003,Term,Term life insurance policy,11175,Term Policy 11175,585,7500,Monthly,2006-06-15,2007-06-15,2007-04-07,2007-03-08,600000,3910.76,WEST,12
176,PT005,Home,Home insurance policy,11176,Home Policy 11176,586,25000,Monthly,2014-12-14,2015-12-14,2015-10-06,2015-09-06,300000,13753.76,NORTH,12
177,PT001,Auto,Auto insurance policy,11177,Auto Policy 11177,586,25000,Quarterly,2018-07-20,2020-07-19,2019-01-21,2018-12-22,300000,13088.71,NORTH,4
178,PT001,Auto,Auto insurance policy,11178,Auto Policy 11178,586,5000,Annual,2005-02-26,2010-02-25,2006-04-08,2006-03-09,800000,2422.21,NORTH,1
179,PT004,Health,Health insurance policy,11179,Health Policy 11179,587,25000,Monthly,2013-08-23,2014-08-23,2014-03-04,2014-02-02,500000,20458.75,NORTH,12
180,PT005,Home,Home insurance policy,11180,Home Policy 11180,587,25000,Annual,2007-09-19,2012-09-17,2008-10-14,2008-09-14,600000,22311.15,NORTH,1
181,PT001,Auto,Auto insurance policy,11181,Auto Policy 11181,587,25000,Quarterly,2014-11-02,2016-11-01,2015-01-31,2015-01-01,800000,10126.85,NORTH,4
182,PT001,Auto,Auto insurance policy,11182,Auto Policy 11182,588,20000,Quarterly,2013-02-24,2015-02-24,2014-03-13,2014-02-11,600000,13094.82,SOUTH,4
183,PT004,Health,Health insurance policy,11183,Health Policy 11183,588,7500,Monthly,2007-10-14,2008-10-13,2008-04-25,2008-03-26,1000000,5479.19,SOUTH,12
184,PT001,Auto,Auto insurance policy,11184,Auto Policy 11184,589,12500,Quarterly,2008-10-16,2010-10-16,2009-06-06,2009-05-07,800000,3742.06,WEST,4
185,PT002,WholeLife,Whole life insurance policy,11185,WholeLife Policy 11185,589,10000,Monthly,2015-10-29,2016-10-28,2016-06-13,2016-05-14,200000,6494.25,WEST,12
186,PT001,Auto,Auto insurance policy,11186,Auto Policy 11186,589,12500,Annual,2015-04-12,2020-04-10,2015-10-14,2015-09-14,1000000,9123.58,WEST,1
187,PT003,Term,Term life insurance policy,11187,Term Policy 11187,590,10000,Quarterly,2020-06-16,2022-06-16,2021-04-02,2021-03-03,1000000,6896.93,SOUTH,4
188,PT005,Home,Home insurance policy,11188,Home Policy 11188,590,5000,Annual,2011-03-06,2016-03-04,2011-07-15,2011-06-15,1000000,1518.08,SOUTH,1
189,PT001,Auto,Auto insurance policy,11189,Auto Policy 11189,591,15000,Quarterly,2009-12-16,2011-12-16,2011-02-14,2011-01-15,400000,6057.79,WEST,4
190,PT002,WholeLife,Whole life insurance policy,11190,WholeLife Policy 11190,591,10000,Annual,2017-09-25,2022-09-24,2018-11-24,2018-10-25,500000,5079.04,WEST,1
191,PT002,WholeLife,Whole life insurance policy,11191,WholeLife Policy 11191,592,7500,Monthly,2020-08-04,2021-08-04,2021-03-01,2021-01-30,600000,6010.53,EAST,12
192,PT003,Term,Term life insurance policy,11192,Term Policy 11192,592,5000,Monthly,2019-04-14,2020-04-13,2019-09-29,2019-08-30,1000000,3041.31,EAST,12
193,PT005,Home,Home insurance policy,11193,Home Policy 11193,593,10000,Quarterly,2005-04-09,2007-04-09,2006-02-23,2006-01-24,800000,7218.2,NORTH,4
194,PT004,Health,Health insurance policy,11194,Health Policy 11194,594,7500,Annual,2015-09-13,2020-09-11,2016-10-06,2016-09-06,400000,2318.35,EAST,1
195,PT005,Home,Home insurance policy,11195,Home Policy 11195,594,10000,Annual,2012-01-19,2017-01-17,2013-06-05,2013-05-06,500000,8482.58,EAST,1
196,PT002,WholeLife,Whole life insurance policy,11196,WholeLife Policy 11196,594,7500,Quarterly,2016-10-12,2018-10-12,2018-03-15,2018-02-13,500000,3494.33,EAST,4
197,PT001,Auto,Auto insurance policy,11197,Auto Policy 11197,595,10000,Monthly,2012-09-05,2013-09-05,2013-02-26,2013-01-27,300000,3050.62,WEST,12
198,PT005,Home,Home insurance policy,11198,Home Policy 11198,595,7500,Annual,2007-09-07,2012-09-05,2008-07-18,2008-06-18,400000,3911.44,WEST,1
199,PT001,Auto,Auto insurance policy,11199,Auto Policy 11199,595,20000,Monthly,2016-10-03,2017-10-03,2017-06-06,2017-05-07,300000,13299.42,WEST,12
200,PT001,Auto,Auto insurance policy,11200,Auto Policy 11200,596,5000,Annual,2012-05-23,2017-05-22,2013-05-01,2013-04-01,400000,4365.8,SOUTH,1
1,PT001,Auto,Auto insurance policy,10001,Auto Policy 10001,1,25000,Annual,2014-02-06,2019-02-05,2014-09-20,2014-08-21,200000,14732.62,EAST,1
2,PT001,Auto,Auto insurance policy,10002,Auto Policy 10002,1,12500,Annual,2011-10-11,2016-10-09,2012-10-07,2012-09-07,500000,6117.62,EAST,1
3,PT005,Home,Home insurance policy,10003,Home Policy 10003,1,7500,Annual,2010-06-20,2015-06-19,2011-03-03,2011-02-01,500000,1846.81,EAST,1
4,PT005,Home,Home insurance policy,10004,Home Policy 10004,2,15000,Quarterly,2014-09-02,2016-09-01,2015-04-25,2015-03-26,1000000,8717.53,SOUTH,4
5,PT002,WholeLife,Whole life insurance policy,10005,WholeLife Policy 10005,3,5000,Quarterly,2012-01-02,2024-11-10,2021-01-09,2020-12-10,800000,3009.66,EAST,4
6,PT001,Auto,Auto insurance policy,10006,Auto Policy 10006,4,12500,Annual,2018-04-14,2023-04-13,2019-03-24,2019-02-22,400000,3354.47,NORTH,1
7,PT004,Health,Health insurance policy,10007,Health Policy 10007,4,12500,Quarterly,2008-12-14,2010-12-14,2009-12-15,2009-11-15,200000,3451.52,NORTH,4
8,PT004,Health,Health insurance policy,10008,Health Policy 10008,5,20000,Quarterly,2012-05-06,2014-05-06,2012-08-05,2012-07-06,800000,5267.46,NORTH,4
9,PT002,WholeLife,Whole life insurance policy,10009,WholeLife Policy 10009,5,25000,Annual,2018-01-10,2023-01-09,2019-04-02,2019-03-03,200000,7567.69,NORTH,1
10,PT002,WholeLife,Whole life insurance policy,10010,WholeLife Policy 10010,5,10000,Annual,2015-02-28,2020-02-27,2016-03-09,2016-02-08,500000,6045.52,NORTH,1
11,PT002,WholeLife,Whole life insurance policy,10011,WholeLife Policy 10011,6,10000,Quarterly,2020-04-14,2022-04-14,2021-07-24,2021-06-24,600000,8392.43,SOUTH,4
12,PT004,Health,Health insurance policy,10012,Health Policy 10012,7,15000,Monthly,2012-09-21,2013-09-21,2013-09-29,2013-08-30,200000,13357.43,EAST,12
13,PT004,Health,Health insurance policy,10013,Health Policy 10013,7,5000,Quarterly,2007-11-11,2009-11-10,2009-04-15,2009-03-16,400000,2921.1,EAST,4
14,PT001,Auto,Auto insurance policy,10014,Auto Policy 10014,8,25000,Annual,2020-10-10,2025-10-09,2021-02-03,2021-01-04,400000,20071.84,SOUTH,1
15,PT002,WholeLife,Whole life insurance policy,10015,WholeLife Policy 10015,9,15000,Annual,2014-09-07,2019-09-06,2015-09-22,2015-08-23,500000,6340.34,EAST,1
16,PT004,Health,Health insurance policy,10016,Health Policy 10016,10,15000,Quarterly,2013-07-23,2015-07-23,2014-08-26,2014-07-27,300000,4820.81,NORTH,4
17,PT002,WholeLife,Whole life insurance policy,10017,WholeLife Policy 10017,10,12500,Annual,2009-03-22,2014-03-21,2009-11-21,2009-10-22,1000000,9849.67,NORTH,1
18,PT003,Term,Term life insurance policy,10018,Term Policy 10018,11,7500,Monthly,2020-01-12,2021-01-11,2020-04-17,2020-03-18,200000,4904.04,SOUTH,12
19,PT004,Health,Health insurance policy,10019,Health Policy 10019,12,7500,Quarterly,2019-10-04,2021-10-03,2020-02-11,2020-01-12,200000,4871.78,SOUTH,4
20,PT004,Health,Health insurance policy,10020,Health Policy 10020,13,12500,Annual,2020-08-06,2025-08-05,2021-01-05,2020-12-06,600000,6475.95,SOUTH,1
21,PT004,Health,Health insurance policy,10021,Health Policy 10021,13,12500,Quarterly,2017-05-20,2019-05-20,2017-11-11,2017-10-12,400000,4125.67,SOUTH,4
22,PT001,Auto,Auto insurance policy,10022,Auto Policy 10022,14,25000,Quarterly,2017-12-18,2019-12-18,2018-06-17,2018-05-18,900000,17462.27,EAST,4
23,PT003,Term,Term life insurance policy,10023,Term Policy 10023,14,15000,Annual,2014-03-20,2019-03-19,2014-06-05,2014-05-06,400000,13271.45,EAST,1
24,PT005,Home,Home insurance policy,10024,Home Policy 10024,14,10000,Annual,2015-11-03,2020-11-01,2016-10-25,2016-09-25,200000,5370.73,EAST,1
25,PT001,Auto,Auto insurance policy,10025,Auto Policy 10025,15,20000,Annual,2008-03-09,2013-03-08,2009-07-21,2009-06-21,600000,17771.36,EAST,1
26,PT003,Term,Term life insurance policy,10026,Term Policy 10026,15,5000,Annual,2015-06-06,2020-06-04,2016-11-02,2016-10-03,600000,3135.25,EAST,1
27,PT002,WholeLife,Whole life insurance policy,10027,WholeLife Policy 10027,15,20000,Annual,2015-08-07,2020-08-05,2016-09-12,2016-08-13,800000,5093.15,EAST,1
28,PT005,Home,Home insurance policy,10028,Home Policy 10028,16,15000,Quarterly,2018-01-01,2020-01-01,2019-06-07,2019-05-08,200000,6607.23,EAST,4
29,PT001,Auto,Auto insurance policy,10029,Auto Policy 10029,16,15000,Quarterly,2015-07-08,2017-07-07,2016-06-25,2016-05-26,500000,10705.05,EAST,4
30,PT004,Health,Health insurance policy,10030,Health Policy 10030,16,10000,Quarterly,2012-12-01,2014-12-01,2013-02-17,2013-01-18,300000,6865.36,EAST,4
